qemu-system-riscv64 -machine virt -bios none -kernel kernel/kernel -m 128M -smp 1 -nographic -global virtio-mmio.force-legacy=false -drive file=fs.img,if=none,format=raw,id=x0 -device virtio-blk-device,drive=x0,bus=virtio-mmio-bus.0

xv6 kernel is booting

init: starting sh
$ cpubench & ; cpubench & ;
$ 5: 433 KFLOP10000T
7: 445 KFLOP10000T
5: 434 KFLOP10000T
7: 444 KFLOP10000T
5: 432 KFLOP10000T
7: 447 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 435 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 435 KFLOP10000T
7: 451 KFLOP10000T
5: 438 KFLOP10000T
7: 452 KFLOP10000T
5: 438 KFLOP10000T
7: 452 KFLOP10000T
5: 438 KFLOP10000T
7: 452 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 435 KFLOP10000T
7: 451 KFLOP10000T
5: 435 KFLOP10000T
7: 450 KFLOP10000T
5: 435 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 435 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
7: 451 KFLOP10000T
5: 436 KFLOP10000T
